9.539254398264271,0
14.5208649523949,202
14.647487476518963,1
19.82154489358736,9247
19.95789524173977,17317
20.583859961602045,17302
20.634361596506878,14591
20.685658097178973,14562
20.705526055312394,9302
20.796787257223507,9287
20.931536716492992,14553
21.13346128405971,14536
21.51774918131067,5077
21.59513844570341,18524
21.64313476263975,19697
21.741077775992753,18495
21.914405354418495,5034
22.0138635146913,16649
22.077939509420386,18170
22.088416451231044,17279
22.136621879483275,18199
22.15374994361462,9218
22.23868311175517,19046
22.313181456816107,9239
22.347503471478202,14576
22.42910475009604,16594
22.433046825264547,4952
22.57588983671118,9264
22.665460426461824,18509
22.677595308213483,14528
22.74358766885315,16611
22.76493942432173,5014
22.800964542686657,5048
22.80410856708363,4993
22.853099413922678,5022
22.96683345597237,16620
23.063678530537107,16634
23.124679245815212,16606
23.126417158440272,14548
23.402626641226842,534
23.472699394219585,5039
23.480089275008165,5062
23.534279202839443,226
23.553784826521916,25
23.615979870346976,426
23.617564205554338,17274
23.617643709218854,133
23.67433363598228,334
23.736508768333195,15949
23.75315160944517,16012
23.796526071676972,16590
23.893389880322378,14521
23.90722853490814,18161
23.911276842146236,9232
23.950289840339753,9259
23.955519262973628,15974
23.96989649922294,15997
24.010807177699927,12093
24.028734871844605,15461
24.043101144628427,6176
24.060413511316405,293
24.061421538825755,147
24.078893765155,15957
24.08895739504893,548
24.113308780534094,3124
24.12537872647162,9273
24.126180190515328,10566
24.12984994221704,818
24.13135228832679,92
24.15273265329946,15072
24.154879477539204,17445
24.165912922523617,10155
24.17150254984006,493
24.174971479334236,377
24.184695155837122,452
24.188220631618652,15983
24.18877568290269,1553
24.192093714705358,13504
24.197860669206875,17779
24.200911026358238,522
24.201426574826122,17878
24.203599484200836,14954
24.20490999968877,176
24.20958472934573,11192
24.209609670936548,18212
24.2116171234177,15155
24.21357403437892,6804
24.21414631506742,12903
24.21698417684508,19564
24.222832601620436,20003
24.22412587386391,16398
24.225878464336287,12475
24.227035468414353,12971
24.22963479626879,348
24.230193806145213,13371
24.231220820138983,17955
24.23380575482148,19689
24.235711161546302,12063
24.237760411597364,8396
24.238009854079973,18375
24.24089703039433,577
24.240968364648527,5606
24.24286703409143,121
24.24346632575889,13554
24.244992067716346,12296
24.245654276250725,9294
24.249177184663377,9222
24.249554477897057,10052
24.250404637448934,6394
24.25417413037127,539
24.254638054214674,16282
24.256599770315145,19260
24.25789621757996,15221
24.260794798351508,1555
24.261317071155094,17656
24.262438966737413,15456
24.264908025149165,1242
24.267929263876205,843
24.269195503430794,4816
24.271590151110743,507
24.27296949869784,12086
24.2738942371708,4779
24.27432907681296,16318
24.275555163688715,17675
24.276145915606495,19953
24.276462475191305,10253
24.27691363718372,14467
24.27802072383977,19216
24.279506533656097,6881
24.280281567211745,9012
24.280422872522564,14587
24.28270903381242,14691
24.28400148199885,6590
24.284818954603008,8244
24.285873631209697,12977
24.285891836191407,19031
24.286379380120348,19922
24.28680136417925,14146
24.287208641700655,15171
24.288885544321015,18440
24.289102093468934,8558
24.289258324904836,5993
24.28942219077614,17574
24.28950683487015,5474
24.290126579271114,4374
24.290393378468472,17764
24.291423725727004,15471
24.29176377599995,4851
24.294482323782503,17512
24.295140234614635,17782
